ID,Node1,Node2,X,Y,Z
3480,896,7633,,,
3481,896,3897,,,
3482,896,6707,,,
3483,897,12650,,,
3484,897,26565,,,
3485,897,28026,,,
3486,897,8253,,,
3487,898,27912,,,
3488,898,25659,,,
3489,898,27958,,,
3490,898,27977,,,
3491,899,5766,,,
3492,899,7984,,,
3493,899,7990,,,
3494,899,5673,,,
3495,900,8355,,,
3496,900,3324,,,
3497,900,8596,,,
3498,901,9422,,,
3499,901,9461,,,
3500,901,9423,,,
3501,901,9388,,,
3502,902,5691,,,
3503,902,8318,,,
3504,902,8210,,,
3505,903,5620,,,
3506,903,7548,,,
3507,903,5470,,,
3508,903,946,,,
3509,904,9678,,,
3510,904,1116,,,
3511,904,8232,,,
3512,904,8931,,,
3513,905,6015,,,
3514,905,5900,,,
3515,905,5458,,,
3516,905,6028,,,
3517,906,30042,,,
3518,906,30041,,,
3519,906,5842,,,
3520,906,29953,,,
3521,907,5131,,,
3522,907,5102,,,
3523,907,5130,,,
3524,907,5103,,,
3525,908,7943,,,
3526,908,7952,,,
3527,908,7976,,,
3528,908,7987,,,
3529,909,7493,,,
3530,909,5113,,,
3531,909,8095,,,
3532,909,7825,,,
3533,910,8450,,,
3534,910,8353,,,
3535,910,5821,,,
3536,911,7984,,,
3537,911,5795,,,
3538,911,8766,,,
3539,911,5669,,,
3540,912,8220,,,
3541,912,3325,,,
3542,912,8330,,,
3543,912,5148,,,
3544,913,8926,,,
3545,913,3275,,,
3546,913,8907,,,
3547,913,8735,,,
3548,914,8861,,,
3549,914,8979,,,
3550,914,8973,,,
3551,914,8870,,,
3552,915,8955,,,
3553,915,8972,,,
3554,915,8815,,,
3555,915,8564,,,
3556,916,8423,,,
3557,916,8426,,,
3558,916,8425,,,
3559,916,8437,,,
3560,917,3825,,,
3561,917,3819,,,
3562,917,-1,0.434673,0.896338,0.0873951
3563,917,1943,,,
3564,918,27898,,,
3565,918,27651,,,
3566,918,27814,,,
3567,918,27212,,,
3568,919,25934,,,
3569,919,28361,,,
3570,919,28281,,,
3571,919,28278,,,
3572,920,11666,,,
3573,920,11653,,,
3574,920,11586,,,
3575,921,7998,,,
3576,921,8051,,,
3577,921,1024,,,
3578,921,5620,,,
3579,922,1037,,,
3580,922,5911,,,
3581,922,5852,,,
3582,923,3308,,,
3583,923,5857,,,
3584,923,30121,,,
3585,923,30102,,,
3586,924,5722,,,
3587,924,5213,,,
3588,924,5753,,,
3589,924,30127,,,
3590,925,3152,,,
3591,925,5962,,,
3592,925,5572,,,
3593,925,6360,,,
3594,926,1092,,,
3595,926,6937,,,
3596,926,9401,,,
3597,926,10329,,,
3598,927,28219,,,
3599,927,27982,,,
3600,927,28031,,,
3601,927,28216,,,
3602,928,1281,,,
3603,928,8170,,,
3604,928,5978,,,
3605,929,10439,,,
3606,929,10458,,,
3607,930,8101,,,
3608,930,8194,,,
3609,930,7851,,,
3610,930,946,,,
3611,931,10351,,,
3612,931,7838,,,
3613,931,10074,,,
3614,931,9899,,,
3615,932,8362,,,
3616,932,959,,,
3617,932,8113,,,
3618,932,5636,,,
3619,933,12332,,,
3620,933,13016,,,
3621,933,13017,,,
3622,933,12206,,,
3623,934,8059,,,
3624,934,9352,,,
3625,934,8987,,,
3626,934,9076,,,
3627,935,9697,,,
3628,935,9891,,,
3629,935,10037,,,
3630,935,9240,,,
3631,936,6405,,,
3632,936,6514,,,
3633,936,15676,,,
3634,936,6253,,,
3635,937,9212,,,
3636,937,11725,,,
3637,937,11244,,,
3638,937,11712,,,
3639,938,10430,,,
3640,938,8504,,,
3641,938,10290,,,
3642,938,8921,,,
3643,939,13825,,,
3644,939,12085,,,
3645,939,12074,,,
3646,939,13855,,,
3647,940,24025,,,
3648,940,23821,,,
3649,940,23151,,,
3650,940,23503,,,
3651,941,1390,,,
3652,941,11203,,,
3653,941,11274,,,
3654,941,9029,,,
3655,942,9687,,,
3656,942,10470,,,
3657,942,10545,,,
3658,942,3035,,,
3659,943,5552,,,
3660,943,7980,,,
3661,943,7887,,,
3662,943,7835,,,
3663,944,10943,,,
3664,944,7914,,,
3665,944,10934,,,
3666,944,6960,,,
3667,945,9132,,,
3668,945,11748,,,
3669,945,11687,,,
3670,945,7401,,,
3671,946,7848,,,
3672,946,7736,,,
3673,947,8237,,,
3674,947,30102,,,
3675,947,29250,,,
3676,947,5823,,,
3677,948,9598,,,
3678,948,27193,,,
3679,948,27191,,,
3680,948,27168,,,
3681,949,8249,,,
3682,949,5813,,,
3683,949,5918,,,
3684,950,30048,,,
3685,950,8337,,,
3686,950,28197,,,
3687,950,29884,,,
3688,951,7984,,,
3689,951,8036,,,
3690,951,5659,,,
3691,952,5611,,,
3692,952,4888,,,
3693,952,4969,,,
3694,953,1036,,,
3695,953,1112,,,
3696,953,8022,,,
3697,953,5595,,,
3698,954,29475,,,
3699,954,29262,,,
3700,954,28725,,,
3701,954,29190,,,
3702,955,23184,,,
3703,955,27494,,,
3704,955,23174,,,
3705,955,25758,,,
3706,956,1017,,,
3707,956,5741,,,
3708,956,5831,,,
3709,956,5726,,,
3710,957,5751,,,
3711,957,4937,,,
3712,957,5150,,,
3713,957,5323,,,
3714,958,11440,,,
3715,958,9159,,,
3716,958,11707,,,
3717,958,13952,,,
3718,959,30122,,,
3719,959,8235,,,
3720,959,30034,,,
3721,960,23458,,,
3722,960,2953,,,
3723,960,26192,,,
3724,960,27815,,,
3725,961,26789,,,
3726,961,3302,,,
3727,961,24705,,,
3728,961,26770,,,
3729,962,12212,,,
3730,962,11923,,,
3731,962,12250,,,
3732,962,7236,,,
3733,963,10265,,,
3734,963,10306,,,
3735,963,8622,,,
3736,963,1162,,,
3737,964,28189,,,
3738,964,6299,,,
3739,964,26169,,,
3740,965,28934,,,
3741,965,2100,,,
3742,965,28937,,,
3743,965,28604,,,
3744,966,10156,,,
3745,966,1225,,,
3746,966,8571,,,
3747,966,8563,,,
3748,967,8800,,,
3749,967,3209,,,
3750,967,-1,0.139643,-0.638325,0.756995
3751,967,27696,,,
3752,968,27916,,,
3753,968,28105,,,
3754,968,28043,,,
3755,968,27973,,,
3756,969,3390,,,
3757,969,28287,,,
3758,969,28283,,,
3759,969,28298,,,
3760,970,5795,,,
3761,970,5819,,,
3762,970,8782,,,
3763,971,12218,,,
3764,971,11182,,,
3765,971,11883,,,
3766,971,12203,,,
3767,972,8198,,,
3768,972,8196,,,
3769,972,5808,,,
3770,972,6944,,,
3771,973,13237,,,
3772,973,13629,,,
3773,973,2821,,,
3774,973,13534,,,
3775,974,7874,,,
3776,974,2739,,,
3777,974,8447,,,
3778,974,8499,,,
3779,975,8350,,,
3780,975,8734,,,
3781,975,8473,,,
3782,975,8417,,,
3783,976,26028,,,
3784,976,28806,,,
3785,976,26099,,,
3786,976,3488,,,
3787,977,8039,,,
3788,977,28143,,,
3789,977,8464,,,
3790,977,5821,,,
3791,978,-1,-0.979448,0.201002,-0.016731
3792,978,28592,,,
3793,978,25668,,,
3794,978,20702,,,
3795,979,1164,,,
3796,979,8547,,,
3797,979,7961,,,
3798,979,8683,,,
3799,980,9128,,,
3800,980,7929,,,
3801,980,9127,,,
3802,980,9070,,,
3803,981,9248,,,
3804,981,9249,,,
3805,981,9239,,,
3806,981,1196,,,
3807,982,8088,,,
3808,982,8077,,,
3809,982,1034,,,
3810,982,8060,,,
3811,983,-1,0.0784905,-0.994751,0.0656464
3812,983,3069,,,
3813,983,9409,,,
3814,983,9465,,,
3815,984,7944,,,
3816,984,7943,,,
3817,984,7973,,,
3818,985,8519,,,
3819,985,8441,,,
3820,985,8442,,,
3821,985,1064,,,
3822,986,8639,,,
3823,986,8617,,,
3824,986,9847,,,
3825,986,8584,,,
3826,987,3316,,,
3827,987,3315,,,
3828,987,8394,,,
3829,987,8632,,,
3830,988,8901,,,
3831,988,8861,,,
3832,988,2835,,,
3833,988,8821,,,
3834,989,10286,,,
3835,989,10722,,,
3836,989,1200,,,
3837,989,9861,,,
3838,990,8811,,,
3839,990,5612,,,
3840,990,8606,,,
3841,991,8335,,,
3842,991,8307,,,
3843,991,8323,,,
3844,991,1149,,,
3845,992,10919,,,
3846,992,10425,,,
3847,992,8243,,,
3848,992,6782,,,
3849,993,8356,,,
3850,993,1327,,,
3851,993,8068,,,
3852,993,5773,,,
3853,994,1156,,,
3854,994,9016,,,
3855,994,1131,,,
3856,994,8927,,,
3857,995,11181,,,
3858,995,1093,,,
3859,995,9033,,,
3860,995,9110,,,
3861,996,11047,,,
3862,996,11042,,,
3863,996,10940,,,
3864,996,11102,,,
3865,997,26425,,,
3866,997,1805,,,
3867,997,20337,,,
3868,997,10625,,,
3869,998,5416,,,
3870,998,3445,,,
3871,998,3260,,,
3872,998,5859,,,
3873,999,9301,,,
3874,999,2916,,,
3875,999,9424,,,
3876,999,9383,,,
3877,1000,8235,,,
3878,1000,5738,,,
3879,1000,8113,,,
3880,1000,3598,,,
3881,1001,5689,,,
3882,1001,5668,,,
3883,1001,7965,,,
3884,1002,9185,,,
3885,1002,10140,,,
3886,1002,11043,,,
3887,1003,26374,,,
3888,1003,3147,,,
3889,1003,1418,,,
3890,1004,1327,,,
3891,1004,7966,,,
3892,1004,8037,,,
3893,1004,5736,,,
3894,1005,26229,,,
3895,1005,28255,,,
3896,1005,28230,,,
3897,1005,28187,,,
3898,1006,8831,,,
3899,1006,1095,,,
3900,1006,8681,,,
3901,1006,8849,,,
3902,1007,9762,,,
3903,1007,3181,,,
3904,1007,10090,,,
3905,1007,9679,,,
3906,1008,10935,,,
3907,1008,10933,,,
3908,1008,7900,,,
3909,1009,7907,,,
3910,1009,7783,,,
3911,1009,7771,,,
3912,1009,8131,,,
3913,1010,26887,,,
3914,1010,26981,,,
3915,1010,26650,,,
3916,1010,24174,,,
3917,1011,8244,,,
3918,1011,8164,,,
3919,1011,8643,,,
3920,1012,5952,,,
3921,1012,5827,,,
3922,1012,2862,,,
3923,1012,3323,,,
3924,1013,26122,,,
3925,1013,8528,,,
3926,1013,26685,,,
3927,1013,25917,,,
3928,1014,8089,,,
3929,1014,8088,,,
3930,1014,5541,,,
3931,1015,5505,,,
3932,1015,5630,,,
3933,1015,8610,,,
3934,1016,13692,,,
3935,1016,2769,,,
3936,1016,13738,,,
3937,1016,13768,,,
3938,1017,4809,,,
3939,1017,5728,,,
3940,1018,11354,,,
3941,1018,11638,,,
3942,1018,5649,,,
3943,1018,9022,,,
3944,1019,6437,,,
3945,1019,6428,,,
3946,1019,6280,,,
3947,1020,8620,,,
3948,1020,8360,,,
3949,1020,7856,,,
3950,1020,8623,,,
3951,1021,6944,,,
3952,1021,8198,,,
3953,1021,8068,,,
3954,1021,5447,,,
3955,1022,7868,,,
3956,1022,8155,,,
3957,1022,6931,,,
3958,1022,8126,,,
3959,1023,7999,,,
3960,1023,7867,,,
3961,1023,7998,,,
3962,1023,7995,,,
3963,1024,8124,,,
3964,1025,8634,,,
3965,1025,8789,,,
3966,1025,8135,,,
3967,1025,8320,,,
3968,1026,8217,,,
3969,1026,8434,,,
3970,1026,8624,,,
3971,1027,3373,,,
3972,1027,30305,,,
3973,1027,28489,,,
3974,1027,28536,,,
3975,1028,10397,,,
3976,1028,9902,,,
3977,1028,10415,,,
3978,1028,9387,,,
3979,1029,5748,,,
3980,1029,1131,,,
3981,1029,8693,,,
3982,1029,7846,,,
3983,1030,9931,,,
3984,1030,10360,,,
3985,1030,9984,,,
3986,1030,10378,,,
3987,1031,8105,,,
3988,1031,8193,,,
3989,1031,7924,,,
3990,1032,8318,,,
3991,1032,8402,,,
3992,1032,5946,,,
3993,1032,7818,,,
3994,1033,10281,,,
3995,1033,1129,,,
3996,1033,9939,,,
3997,1033,10322,,,
3998,1034,8087,,,
3999,1034,5541,,,
4000,1034,7710,,,
4001,1035,8022,,,
4002,1035,8011,,,
4003,1035,7494,,,
4004,1036,5824,,,
4005,1036,8011,,,
4006,1037,7909,,,
4007,1037,8249,,,
4008,1037,8281,,,
4009,1038,14518,,,
4010,1038,14562,,,
4011,1038,22494,,,
4012,1038,9201,,,
4013,1039,7506,,,
4014,1039,1353,,,
4015,1039,1354,,,
4016,1039,1414,,,
4017,1040,13690,,,
4018,1040,-1,0.218264,-0.97114,-0.0961667
4019,1040,2799,,,
4020,1040,1254,,,
4021,1041,10319,,,
4022,1041,7834,,,
4023,1041,8117,,,
4024,1041,1476,,,
4025,1042,5603,,,
4026,1042,8675,,,
4027,1042,7796,,,
4028,1042,8132,,,
4029,1043,11241,,,
4030,1043,11217,,,
4031,1043,13241,,,
4032,1043,9563,,,
4033,1044,7796,,,
4034,1044,8675,,,
4035,1044,7844,,,
4036,1044,7825,,,
4037,1045,13681,,,
4038,1045,9644,,,
4039,1045,1536,,,
4040,1045,13661,,,
4041,1046,7883,,,
4042,1046,7964,,,
4043,1046,7928,,,
4044,1047,8538,,,
4045,1047,8546,,,
4046,1047,3138,,,
4047,1048,13186,,,
4048,1048,13942,,,
4049,1048,12803,,,
4050,1048,11174,,,
4051,1049,1526,,,
4052,1049,1524,,,
4053,1049,3142,,,
4054,1049,26972,,,
4055,1050,5537,,,
4056,1050,8072,,,
4057,1050,5757,,,
4058,1051,4702,,,
4059,1051,4796,,,
4060,1051,4550,,,
4061,1051,4864,,,
4062,1052,8601,,,
4063,1052,8495,,,
4064,1052,8603,,,
4065,1052,8746,,,
4066,1053,3230,,,
4067,1053,9606,,,
4068,1053,9535,,,
4069,1053,9583,,,
4070,1054,28319,,,
4071,1054,3073,,,
4072,1054,28181,,,
4073,1055,8071,,,
4074,1055,8092,,,
4075,1055,8429,,,
4076,1056,8063,,,
4077,1056,7869,,,
4078,1056,5824,,,
4079,1057,8364,,,
4080,1057,5754,,,
4081,1057,5750,,,
4082,1058,8419,,,
4083,1058,8475,,,
4084,1058,8721,,,
4085,1058,1239,,,
4086,1059,28077,,,
4087,1059,8021,,,
4088,1059,28297,,,
4089,1059,28009,,,
4090,1060,5500,,,
4091,1060,8017,,,
4092,1060,8200,,,
4093,1061,7901,,,
4094,1061,8624,,,
4095,1061,8444,,,
4096,1061,5860,,,
4097,1062,1115,,,
4098,1062,8575,,,
4099,1062,10248,,,
4100,1062,1272,,,
4101,1063,5900,,,
4102,1063,6359,,,
4103,1063,3523,,,
4104,1063,5962,,,
4105,1064,8512,,,
4106,1064,1065,,,
4107,1064,8471,,,
4108,1065,8515,,,
4109,1065,8441,,,
4110,1065,8502,,,
4111,1066,22869,,,
4112,1066,23180,,,
4113,1066,23185,,,
4114,1066,23145,,,
4115,1067,4897,,,
4116,1067,4934,,,
4117,1067,3542,,,
4118,1067,3652,,,
4119,1068,26666,,,
4120,1068,27668,,,
4121,1068,27768,,,
4122,1068,9790,,,
4123,1069,8723,,,
4124,1069,8514,,,
4125,1069,8590,,,
4126,1069,8057,,,
4127,1070,12528,,,
4128,1070,12050,,,
4129,1070,12829,,,
4130,1070,12299,,,
4131,1071,1227,,,
4132,1071,26564,,,
4133,1071,27964,,,
4134,1071,7785,,,
4135,1072,3590,,,
4136,1072,5105,,,
4137,1072,4820,,,
4138,1072,3649,,,
4139,1073,5603,,,
4140,1073,7983,,,
4141,1073,7889,,,
4142,1073,8005,,,
4143,1074,1167,,,
4144,1074,7982,,,
4145,1074,7773,,,
4146,1074,7940,,,
4147,1075,8979,,,
4148,1075,8821,,,
4149,1075,27729,,,
4150,1075,1095,,,
4151,1076,8771,,,
4152,1076,8534,,,
4153,1076,7961,,,
4154,1076,8580,,,
4155,1077,9896,,,
4156,1077,9895,,,
4157,1077,10369,,,
4158,1077,9883,,,
4159,1078,9960,,,
4160,1078,1170,,,
4161,1078,9888,,,
4162,1078,8807,,,
4163,1079,19964,,,
4164,1079,24638,,,
4165,1079,19758,,,
4166,1079,19946,,,
4167,1080,-1,0.628121,-0.774211,0.0778589
4168,1080,11937,,,
4169,1080,9241,,,
4170,1080,9221,,,
4171,1081,13739,,,
4172,1081,9084,,,
4173,1081,13665,,,
4174,1081,9351,,,
4175,1082,9870,,,
4176,1082,10471,,,
4177,1082,10479,,,
4178,1083,9872,,,
4179,1083,9447,,,
4180,1083,9858,,,
4181,1083,10051,,,
4182,1084,15409,,,
4183,1084,15301,,,
4184,1084,15030,,,
4185,1084,15437,,,
4186,1085,10383,,,
4187,1085,9964,,,
4188,1085,10237,,,
4189,1085,9979,,,
4190,1086,23935,,,
4191,1086,24048,,,
4192,1086,23906,,,
4193,1086,23982,,,
4194,1087,9260,,,
4195,1087,8050,,,
4196,1087,9245,,,
4197,1087,9050,,,
4198,1088,13097,,,
4199,1088,13180,,,
4200,1088,13290,,,
4201,1088,9575,,,
4202,1089,1420,,,
4203,1089,11838,,,
4204,1089,11904,,,
4205,1089,11954,,,
4206,1090,5573,,,
4207,1090,5417,,,
4208,1090,5419,,,
4209,1091,9489,,,
4210,1091,9481,,,
4211,1091,9578,,,
4212,1091,9526,,,
4213,1092,10396,,,
4214,1092,9401,,,
4215,1092,8664,,,
4216,1093,9129,,,
4217,1093,9033,,,
4218,1093,9098,,,
4219,1094,9953,,,
4220,1094,9865,,,
4221,1094,10040,,,
4222,1094,10055,,,
4223,1095,8681,,,
4224,1095,8839,,,
4225,1096,1106,,,
4226,1096,10446,,,
4227,1096,1174,,,
4228,1096,8968,,,
4229,1097,13894,,,
4230,1097,13257,,,
4231,1097,1565,,,
4232,1097,11914,,,
4233,1098,3322,,,
4234,1098,30159,,,
4235,1098,28336,,,
4236,1098,3308,,,
4237,1099,10554,,,
4238,1099,10562,,,
4239,1099,10124,,,
4240,1099,9190,,,
4241,1100,18339,,,
4242,1100,18334,,,
4243,1100,18557,,,
4244,1100,1256,,,
4245,1101,1277,,,
4246,1101,1312,,,
4247,1101,9783,,,
4248,1101,9000,,,
4249,1102,11278,,,
4250,1102,9248,,,
4251,1102,2922,,,
4252,1102,9176,,,
4253,1103,13236,,,
4254,1103,12320,,,
4255,1103,13064,,,
4256,1104,8324,,,
4257,1104,8333,,,
4258,1104,8322,,,
4259,1104,5144,,,
4260,1105,27266,,,
4261,1105,26822,,,
4262,1105,27178,,,
4263,1105,8958,,,
4264,1106,10444,,,
4265,1106,8563,,,
4266,1106,10448,,,
4267,1107,13773,,,
4268,1107,13771,,,
4269,1107,13714,,,
4270,1107,13751,,,
4271,1108,9054,,,
4272,1108,9443,,,
4273,1108,25920,,,
4274,1108,9417,,,
4275,1109,14412,,,
4276,1109,14372,,,
4277,1109,13869,,,
4278,1109,14158,,,
4279,1110,16505,,,
4280,1110,1951,,,
4281,1110,4326,,,
4282,1111,9425,,,
4283,1111,1206,,,
4284,1111,-1,0.39063,-0.848479,0.357059
4285,1111,9352,,,
4286,1112,8098,,,
4287,1112,8055,,,
4288,1113,9390,,,
4289,1113,9720,,,
4290,1113,9744,,,
4291,1114,28177,,,
4292,1114,28125,,,
4293,1114,28124,,,
4294,1114,28111,,,
4295,1115,10440,,,
4296,1115,10072,,,
4297,1115,10447,,,
4298,1116,9678,,,
4299,1116,9836,,,
4300,1116,8453,,,
4301,1117,9537,,,
4302,1117,9579,,,
4303,1117,9283,,,
4304,1117,1137,,,
4305,1118,13010,,,
4306,1118,12951,,,
4307,1118,24529,,,
4308,1118,22215,,,
4309,1119,3269,,,
4310,1119,26614,,,
4311,1119,26907,,,
4312,1119,26920,,,
4313,1120,3153,,,
4314,1120,8957,,,
4315,1120,26691,,,
4316,1120,26673,,,
4317,1121,8716,,,
4318,1121,8798,,,
4319,1121,8795,,,
4320,1121,8776,,,
4321,1122,9001,,,
4322,1122,1156,,,
4323,1122,8714,,,
4324,1122,8988,,,
4325,1123,6396,,,
4326,1123,6143,,,
4327,1123,1274,,,
4328,1123,6363,,,
4329,1124,9613,,,
4330,1124,2912,,,
4331,1125,10171,,,
4332,1125,10490,,,
4333,1125,10495,,,
4334,1125,8306,,,
4335,1126,1368,,,
4336,1126,12361,,,
4337,1126,12410,,,
4338,1126,10620,,,
4339,1127,9361,,,
4340,1127,9319,,,
4341,1127,9394,,,
4342,1127,9333,,,
4343,1128,10696,,,
4344,1128,10632,,,
4345,1128,10585,,,
4346,1128,6279,,,
4347,1129,10271,,,
4348,1129,9927,,,
4349,1129,10322,,,
4350,1130,9449,,,
4351,1130,13418,,,
4352,1130,13612,,,
4353,1130,13501,,,
4354,1131,8628,,,
4355,1131,1359,,,
4356,1132,9578,,,
4357,1132,9224,,,
4358,1132,9525,,,
4359,1132,9560,,,
4360,1133,11850,,,
4361,1133,11774,,,
4362,1133,11210,,,
4363,1133,12202,,,
4364,1134,9885,,,
4365,1134,8826,,,
4366,1134,1491,,,
4367,1135,9455,,,
4368,1135,9296,,,
4369,1135,9546,,,
4370,1135,9450,,,
4371,1136,6963,,,
4372,1136,7447,,,
4373,1136,7311,,,
4374,1136,7410,,,
4375,1137,9267,,,
4376,1137,9336,,,
4377,1137,9623,,,
4378,1138,6462,,,
4379,1138,10628,,,
4380,1138,10994,,,
4381,1138,9674,,,
4382,1139,17153,,,
4383,1139,20412,,,
4384,1139,20476,,,
4385,1139,29544,,,
4386,1140,9873,,,
4387,1140,9877,,,
4388,1140,9928,,,
4389,1140,9412,,,
4390,1141,3061,,,
4391,1141,26261,,,
4392,1141,10651,,,
4393,1141,9713,,,
4394,1142,8320,,,
4395,1142,8702,,,
4396,1142,8783,,,
4397,1142,7826,,,
4398,1143,27963,,,
4399,1143,8989,,,
4400,1143,27698,,,
4401,1143,28017,,,
4402,1144,8448,,,
4403,1144,8452,,,
4404,1144,8558,,,
4405,1144,28102,,,
4406,1145,28281,,,
4407,1145,3368,,,
4408,1145,28262,,,
4409,1146,16079,,,
4410,1146,6414,,,
4411,1146,19918,,,
4412,1146,16367,,,
4413,1147,9653,,,
4414,1147,9568,,,
4415,1147,9624,,,
4416,1147,9224,,,
4417,1148,9156,,,
4418,1148,9985,,,
4419,1148,10025,,,
4420,1148,9165,,,
4421,1149,8307,,,
4422,1149,10901,,,
4423,1150,13232,,,
4424,1150,13362,,,
4425,1150,13319,,,
4426,1150,9229,,,
4427,1151,24663,,,
4428,1151,2985,,,
4429,1151,12671,,,
4430,1151,23612,,,
4431,1152,11140,,,
4432,1152,6572,,,
4433,1152,7181,,,
4434,1153,9009,,,
4435,1153,9990,,,
4436,1153,9951,,,
4437,1154,23481,,,
4438,1154,-1,-0.261186,-0.936657,-0.233355
4439,1154,23498,,,
4440,1154,3232,,,
4441,1155,1208,,,
4442,1155,8853,,,
4443,1155,9834,,,
4444,1155,7954,,,
4445,1156,8812,,,
4446,1156,7955,,,
4447,1157,7045,,,
4448,1157,7043,,,
4449,1157,7149,,,
4450,1157,7103,,,
4451,1158,7948,,,
4452,1158,9847,,,
4453,1158,1199,,,
4454,1158,8576,,,
4455,1159,6410,,,
4456,1159,3410,,,
4457,1159,6019,,,
4458,1160,10031,,,
4459,1160,10327,,,
4460,1160,8650,,,
4461,1160,8658,,,
4462,1161,11923,,,
4463,1161,12212,,,
4464,1161,15333,,,
4465,1161,6959,,,
4466,1162,9984,,,
4467,1162,9039,,,
4468,1162,10328,,,
4469,1163,3534,,,
4470,1163,12603,,,
4471,1163,3526,,,
4472,1163,19907,,,
4473,1164,8547,,,
4474,1164,8580,,,
4475,1164,3315,,,
4476,1165,28290,,,
4477,1165,28354,,,
4478,1165,3390,,,
4479,1165,28324,,,
4480,1166,7850,,,
4481,1166,8785,,,
4482,1166,7517,,,
4483,1166,8065,,,
4484,1167,7951,,,
4485,1167,7962,,,
4486,1167,7940,,,
4487,1168,2606,,,
4488,1168,18194,,,
4489,1168,24488,,,
4490,1168,17517,,,
4491,1169,3198,,,
4492,1169,8168,,,
4493,1169,5992,,,
4494,1169,3394,,,
4495,1170,9143,,,
4496,1170,9723,,,
4497,1171,26598,,,
4498,1171,25365,,,
4499,1171,24261,,,
4500,1171,26024,,,
4501,1172,15898,,,
4502,1172,12288,,,
4503,1172,11054,,,
4504,1172,15725,,,
4505,1173,1753,,,
4506,1173,12203,,,
4507,1173,11918,,,
4508,1174,8728,,,
4509,1174,8825,,,
4510,1174,8968,,,
4511,1175,6374,,,
4512,1175,1296,,,
4513,1175,1247,,,
4514,1175,1274,,,
4515,1176,26840,,,
4516,1176,9765,,,
4517,1176,9795,,,
4518,1176,8947,,,
4519,1177,10042,,,
4520,1177,10389,,,
4521,1177,11399,,,
4522,1178,10577,,,
4523,1178,6347,,,
4524,1178,10612,,,
4525,1178,10665,,,
4526,1179,11057,,,
4527,1179,11522,,,
4528,1179,11520,,,
4529,1179,7904,,,
4530,1180,8804,,,
4531,1180,8820,,,
4532,1180,9936,,,
4533,1180,8862,,,
4534,1181,8231,,,
4535,1181,6467,,,
4536,1181,10721,,,
4537,1181,6878,,,
4538,1182,10427,,,
4539,1182,6058,,,
4540,1182,10299,,,
4541,1183,8804,,,
4542,1183,9000,,,
4543,1183,7126,,,
4544,1183,9820,,,
4545,1184,7205,,,
4546,1184,7197,,,
4547,1184,15211,,,
4548,1184,1778,,,
4549,1185,8862,,,
4550,1185,8838,,,
4551,1185,8836,,,
4552,1185,8823,,,
4553,1186,10306,,,
4554,1186,10234,,,
4555,1186,10281,,,
4556,1186,10327,,,
4557,1187,15183,,,
4558,1187,11997,,,
4559,1187,15110,,,
4560,1187,7172,,,
4561,1188,2345,,,
4562,1188,1219,,,
4563,1188,6110,,,
4564,1189,9194,,,
4565,1189,8813,,,
4566,1189,9075,,,
4567,1189,9126,,,
4568,1190,15737,,,
4569,1190,15407,,,
4570,1190,1248,,,
4571,1190,6511,,,
4572,1191,11273,,,
4573,1191,11274,,,
4574,1191,10267,,,
4575,1191,11136,,,
4576,1192,12943,,,
4577,1192,12949,,,
4578,1192,1611,,,
4579,1192,1506,,,
4580,1193,10659,,,
4581,1193,10279,,,
4582,1193,10809,,,
4583,1193,9862,,,
4584,1194,8849,,,
4585,1194,8420,,,
4586,1194,8058,,,
4587,1195,8911,,,
4588,1195,8884,,,
4589,1195,1197,,,
4590,1195,8700,,,
4591,1196,7777,,,
4592,1196,9107,,,
4593,1196,9208,,,
4594,1197,8843,,,
4595,1197,8462,,,
4596,1197,9007,,,
4597,1198,10053,,,
4598,1198,9758,,,
4599,1198,3184,,,
4600,1198,2883,,,
4601,1199,9924,,,
4602,1199,10660,,,
4603,1199,10518,,,
4604,1200,10723,,,
4605,1200,10421,,,
4606,1200,1232,,,
4607,1201,24601,,,
4608,1201,24572,,,
4609,1201,23701,,,
4610,1201,24521,,,
4611,1202,9929,,,
4612,1202,9732,,,
4613,1202,8854,,,
4614,1202,8663,,,
4615,1203,10832,,,
4616,1203,2981,,,
4617,1203,8171,,,
4618,1203,10492,,,
4619,1204,9833,,,
4620,1204,9918,,,
4621,1204,9949,,,
4622,1205,3136,,,
4623,1205,10479,,,
4624,1205,26957,,,
4625,1205,25856,,,
4626,1206,9426,,,
4627,1206,9395,,,
4628,1206,9299,,,
4629,1207,9582,,,
4630,1207,26841,,,
4631,1207,27054,,,
4632,1207,10488,,,
4633,1208,8844,,,
4634,1208,9876,,,
4635,1208,8910,,,
4636,1209,3591,,,
4637,1209,28264,,,
4638,1209,28265,,,
4639,1209,28169,,,
4640,1210,5753,,,
4641,1210,5805,,,
4642,1210,30154,,,
4643,1210,3953,,,
4644,1211,5760,,,
4645,1211,3131,,,
4646,1211,5718,,,
4647,1211,5095,,,
4648,1212,8944,,,
4649,1212,9602,,,
4650,1212,8949,,,
4651,1212,9586,,,
4652,1213,9715,,,
4653,1213,8906,,,
4654,1213,8815,,,
4655,1213,8917,,,
4656,1214,9804,,,
4657,1214,9868,,,
4658,1214,9895,,,
4659,1214,9816,,,
4660,1215,10194,,,
4661,1215,10260,,,
4662,1215,10466,,,
4663,1215,9376,,,
4664,1216,13913,,,
4665,1216,13928,,,
4666,1216,13900,,,
4667,1216,13941,,,
4668,1217,10441,,,
