# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu;
# Wed Apr  1 11:51:09 2026;
#;
# User preference: * 6151;
#;
# COLUMN pl_name:        Planet Name;
# COLUMN hostname:       Host Name;
# COLUMN pl_letter:      Planet Letter;
# COLUMN hd_name:        HD ID;
# COLUMN sy_snum:        Number of Stars;
# COLUMN sy_pnum:        Number of Planets;
# COLUMN disc_year:      Discovery Year;
# COLUMN pl_orbper:      Orbital Period [days];
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au];
# COLUMN pl_rade:        Planet Radius [Earth Radius];
# COLUMN pl_radj:        Planet Radius [Jupiter Radius];
# COLUMN pl_orbeccen:    Eccentricity;
# COLUMN pl_insol:       Insolation Flux [Earth Flux];
# COLUMN pl_eqt:         Equilibrium Temperature [K];
# COLUMN pl_orbincl:     Inclination [deg];
# COLUMN st_spectype:    Spectral Type;
# COLUMN st_teff:        Stellar Effective Temperature [K];
# COLUMN st_rad:         Stellar Radius [Solar Radius];
# COLUMN st_mass:        Stellar Mass [Solar mass];
# COLUMN st_met:         Stellar Metallicity [dex];
# COLUMN st_age:         Stellar Age [Gyr];
# COLUMN rastr:          RA [sexagesimal];
# COLUMN ra:             RA [deg];
# COLUMN decstr:         Dec [sexagesimal];
# COLUMN dec:            Dec [deg];
# COLUMN glat:           Galactic Latitude [deg];
# COLUMN glon:           Galactic Longitude [deg];
# COLUMN elat:           Ecliptic Latitude [deg];
# COLUMN elon:           Ecliptic Longitude [deg];
# COLUMN sy_dist:        Distance [pc];
# COLUMN sy_plx:         Parallax [mas];
#;
pl_name,hostname,pl_letter,hd_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_plx;
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,b,,1,1,2025,,2.0000000000,13.70000000,1.22000000,,,,,,,,0.280000,,,17h57m56.32s,269.4846667,-27d47m41.50s,-27.7948611,-1.74833,2.36442,-4.35640,269.53894,7300.00000000,;
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,b,,1,1,2020,,3.3100000000,3.19000000,0.28400000,,,,,,,,0.760000,,,17h53m50.03s,268.4584580,-29d52m38.78s,-29.8774389,-2.01831,0.11105,-6.44536,268.65101,3320.00000000,;
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,b,,1,1,2022,,1.1000000000,4.06000000,0.36200000,,,,,,,,0.280000,,,17h57m21.26s,269.3385833,-28d40m28.7s,-28.6746389,-2.07668,1.53767,-5.23670,269.41340,7200.00000000,;
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,b,,1,1,2022,,1.7000000000,9.05000000,0.80700000,,,,,,,,0.300000,,,18h02m10.57s,270.5440417,-27d34m50.41s,-27.5806694,-2.45660,3.01617,-4.14230,270.47961,6600.00000000,;
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,b,,1,1,2023,,2.4400000000,5.98000000,0.53300000,,,,,,,,0.390000,,,17h53m55.35s,268.4806250,-35d08m11.90s,-35.1366389,-4.68579,355.57030,-11.70405,268.72728,2740.00000000,;
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,b,,1,1,2020,,2.1500000000,13.70000000,1.22000000,,,,,,,,0.480000,,,17h42m58.42s,265.7434170,-25d34m26.1s,-25.5739167,2.25989,2.55867,-2.19138,266.15442,6120.00000000,;
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,b,,1,1,2023,,1.7000000000,1.85000000,0.16500000,,,,,,,,0.250000,,,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,-4.99338,1.92632,-6.34144,272.15453,4670.00000000,;
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,b,,1,1,2022,,2.6000000000,13.00000000,1.16000000,,,,,,,,0.790000,,,17h58m22.99s,269.5957917,-27d34m00.98s,-27.5669389,-1.71979,2.61115,-4.12816,269.63688,4600.00000000,;
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,b,,1,1,2021,,3.3200000000,13.20000000,1.18000000,,,,,,,,0.610000,,,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,-2.91396,1.89895,-5.33828,270.32335,3860.00000000,;
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,b,,1,1,2023,,3.0200000000,2.00000000,0.17900000,,,,,,,,0.740000,,,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,-3.35396,1.41436,-5.97649,270.46693,6640.00000000,;
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,b,,1,1,2020,,,14.10000000,1.26000000,,,,,,,,0.310000,,,17h56m27.90s,269.1162500,-28d12m04.00s,-28.2011111,-1.67021,1.84965,-4.76423,269.21459,7040.00000000,;
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,b,,1,1,2023,,1.8500000000,13.70000000,1.22000000,,,,,,,,0.340000,,,17h57m10.06s,269.2919167,-33d47m18.67s,-33.7885194,-4.59238,357.07727,-10.35071,269.39791,5910.00000000,;
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,b,,1,1,2022,,2.0000000000,11.40000000,1.01000000,,,,,,,,0.470000,,,17h51m24.50s,267.8520833,-29d25m23.38s,-29.4231611,-1.33358,0.23449,-5.99790,268.11507,6100.00000000,;
KMT-2020-BLG-0202L b,KMT-2020-BLG-0202L,b,,1,1,2026,,4.1700000000,12.40000000,1.10000000,,,,,,,,0.810000,,,17h48m09.71s,267.0404583,-24d28m28.02s,-24.4744500,1.82819,4.11004,-1.06284,267.30226,3840.00000000,;
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,b,,1,2,2021,,2.0700000000,1.20000000,0.10700000,,,,,WD,,,0.490000,,,18h07m39.60s,271.9150000,-28d29m06.8s,-28.4852222,-3.95413,2.81609,-5.05717,271.68581,1220.00000000,;
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,c,,1,2,2021,,22.3000000000,11.90000000,1.07000000,,,,,WD,,,0.490000,,,18h07m39.60s,271.9150000,-28d29m06.8s,-28.4852222,-3.95413,2.81609,-5.05717,271.68581,1220.00000000,;
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,b,,1,1,2022,,2.9200000000,12.80000000,1.14000000,,,,,,,,0.560000,,,18h16m00.13s,274.0005417,-29d44m38.00s,-29.7438889,-6.15518,2.57210,-6.35312,273.49040,3130.00000000,;
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,b,,1,1,2022,,3.5000000000,3.35000000,0.29900000,,,,,,5200.00,,0.780000,,,17h56m58.0s,269.2416667,-30d05m35s,-30.0930556,-2.71306,0.26610,-6.65551,269.33556,4600.00000000,;
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,b,,1,1,2022,,1.6200000000,6.56000000,0.58500000,,,,,,,,0.270000,,,17h52m25.19s,268.1049583,-30d00m31.28s,-30.0086889,-1.82089,359.84241,-6.58027,268.34431,5120.00000000,;
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,b,,1,1,2022,,2.8000000000,9.60000000,0.85600000,,,,,,,,0.560000,,,17h50m18.55s,267.5772917,-30d00m17.89s,-30.0049694,-1.42605,359.61230,-6.58345,267.88433,6600.00000000,;
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,b,,1,1,2022,,1.5400000000,6.20000000,0.55300000,,,,,,,,0.320000,,,17h57m33.15s,269.3881250,-30d30m14.18s,-30.5039389,-3.02784,359.97293,-7.06579,269.46491,6950.00000000,;
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,b,,2,1,2021,,,12.70000000,1.13000000,,,,,,,,0.620000,,,18h03m38.80s,270.9116667,-29d36m15.80s,-29.6043889,-3.73064,1.40867,-6.16763,270.79339,6600.00000000,;
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,b,,1,1,2023,,2.2200000000,6.91000000,0.61600000,,,,,,,,0.220000,,,17h57m08.56s,269.2856667,-31d11m04.09s,-31.1844694,-3.29115,359.33831,-7.74672,269.37939,3090.00000000,;
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,b,,1,1,2025,,4.0000000000,4.86000000,0.43300000,,,,,,,,0.600000,,,17h53m17.42s,268.3225833,-29d42m44.71s,-29.7124194,-1.83305,0.19366,-6.28167,268.53050,7000.00000000,;
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,b,,1,1,2022,,2.4300000000,14.30000000,1.28000000,,,,,,,,0.360000,,,18h09m41.12s,272.4213333,-25d44m47.69s,-25.7465806,-3.02894,5.43770,-2.32564,272.17876,6090.00000000,;
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,b,,1,1,2023,,1.7500000000,13.70000000,1.22000000,,,,,,,,0.380000,,,17h42m28.85s,265.6202083,-27d38m20.90s,-27.6391389,1.26803,0.74299,-4.25898,266.10619,6480.00000000,;
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,b,,1,1,2022,,3.1400000000,1.49000000,0.13300000,,,,,K,,,0.800000,,,17h59m17.08s,269.8211667,-31d59m51.50s,-31.9976389,-4.09097,358.85814,-8.55845,269.84276,5560.00000000,;
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,b,,1,2,2022,,1.2600000000,9.86000000,0.88000000,,,,,M V,,,0.140000,,,17h45m57.39s,266.4891250,-33d50m34.12s,-33.8428111,-2.61394,355.84555,-10.43965,267.03156,8240.00000000,;
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,c,,1,2,2022,,0.9300000000,10.60000000,0.94900000,,,,,M V,,,0.140000,,,17h45m57.39s,266.4891250,-33d50m34.12s,-33.8428111,-2.61394,355.84555,-10.43965,267.03156,8240.00000000,;
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,b,,1,1,2023,,3.5400000000,13.60000000,1.22000000,,,,,,,,0.630000,,,17h42m55.74s,265.7322500,-25d30m32.08s,-25.5089111,2.30259,2.60875,-2.12670,266.14241,4540.00000000,;
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,b,,1,1,2023,,4.5000000000,13.90000000,1.24000000,,,,,,,,0.730000,,,17h55m09.63s,268.7901250,-31d18m47.99s,-31.3133306,-2.98902,359.01409,-7.87843,268.95266,3800.00000000,;
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,b,,1,1,2022,,1.5200000000,4.59000000,0.40900000,,,,,,,,0.240000,,,17h50m28.13s,267.6172083,-29d16m45.41s,-29.2792806,-1.08408,0.25345,-5.85728,267.90698,6640.00000000,;
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,b,,1,1,2022,,2.8900000000,13.60000000,1.21000000,,,,,,,,0.570000,,,18h07m27.33s,271.8638750,-29d16m53.69s,-29.2815806,-4.29901,2.09502,-5.85287,271.63031,6280.00000000,;
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,b,,1,1,2022,,2.3700000000,9.12000000,0.81400000,,,,,,,,0.420000,,,17h37m57.25s,264.4885417,-28d08m54.20s,-28.1483889,1.84567,359.78034,-4.80233,265.12104,5970.00000000,;
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,b,,1,1,2022,,2.2900000000,1.97000000,0.17600000,,,,,,,,0.370000,,,18h02m44.06s,270.6835833,-28d03m37.80s,-28.0605000,-2.80007,2.65873,-4.62265,270.60133,5720.00000000,;
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,b,,1,1,2023,,4.5000000000,13.60000000,1.21000000,,,,,,,,0.720000,,,18h09m35.90s,272.3995833,-29d05m02.18s,-29.0839389,-4.61430,2.49423,-5.66221,272.10329,5070.00000000,;
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,b,,1,1,2022,,0.7200000000,6.90000000,0.61600000,,,,,,,,0.080000,,,17h51m12.82s,267.8034167,-31d51m51.70s,-31.8643611,-2.54313,358.11234,-8.43946,268.11027,7680.00000000,;
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,b,,1,1,2022,,2.5000000000,7.71000000,0.68800000,,,,,,4570.00,,0.580000,,,17h58m19.0s,269.5791667,-30d08m43s,-30.1452778,-2.99212,0.36661,-6.70653,269.62971,7200.00000000,;
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,b,,1,1,2023,,0.9000000000,12.10000000,1.08000000,,,,,,,,0.130000,,,18h01m45.59s,270.4399583,-27d25m07.21s,-27.4186694,-2.29642,3.11170,-3.97999,270.38761,6920.00000000,;
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,b,,1,1,2022,,1.9000000000,14.00000000,1.25000000,,,,,,,,0.480000,,,17h42m46.05s,265.6918750,-27d22m33.02s,-27.3758389,1.35250,1.00041,-3.99388,266.16191,6900.00000000,;
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,b,,1,1,2023,,1.7900000000,13.80000000,1.23000000,,,,,,,,0.370000,,,17h52m02.04s,268.0085000,-32d16m11.10s,-32.2697500,-2.89904,357.85153,-8.84225,268.29207,7090.00000000,;
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,b,,1,1,2022,,1.1500000000,5.02000000,0.44800000,,,,,,,,0.140000,,,18h00m14.98s,270.0624167,-28d36m44.78s,-28.6124389,-2.59670,1.90810,-5.17317,270.05115,6800.00000000,;
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,b,,1,1,2023,,1.8500000000,13.90000000,1.24000000,,,,,,,,0.200000,,,17h57m14.21s,269.3092083,-29d06m07.09s,-29.1019694,-2.26818,1.15451,-5.66414,269.38959,2970.00000000,;
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,b,,1,1,2024,,2.3000000000,3.17000000,0.28300000,,,,,,,,0.200000,,,17h34m04.53s,263.5188750,-27d35m48.98s,-27.5969389,2.86490,359.78402,-4.28709,264.23885,7480.00000000,;
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,b,,1,1,2024,,4.8100000000,14.20000000,1.27000000,,,,,,,,0.368000,,,17h52m07.95s,268.0331250,-22d41m20.69s,-22.6890806,1.96152,6.11047,0.73781,268.18137,6570.00000000,;
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,b,,1,1,2023,,3.0200000000,10.90000000,0.97100000,,,,,,,,0.630000,,,17h41m26.86s,265.3619167,-34d41m55.21s,-34.6986694,-2.26800,354.62769,-11.32196,266.10848,7140.00000000,;
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,b,,1,1,2023,,1.9000000000,4.05000000,0.36100000,,,,,,,,0.530000,,,17h58m20.06s,269.5835833,-32d17m43.1s,-32.2953056,-4.06358,358.49901,-8.85654,269.63988,3500.00000000,;
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,b,,1,1,2023,,1.3800000000,12.10000000,1.08000000,,,,,,,,0.180000,,,17h38m50.22s,264.7092500,-28d21m20.41s,-28.3556694,1.57062,359.70884,-5.00216,265.32385,7710.00000000,;
KMT-2022-BLG-1551L b,KMT-2022-BLG-1551L,b,,1,1,2026,,2.2900000000,13.20000000,1.17000000,,,,,,,,0.540000,,,17h41m00.90s,265.2537500,-27d33m06.77s,-27.5518806,1.58994,0.64570,-4.18207,265.77792,6900.00000000,;
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,b,,1,1,2025,,5.2500000000,13.50000000,1.20000000,,,,,,,,0.580000,,,18h04m13.50s,271.0562500,-27d02m05.10s,-27.0347500,-2.58508,3.71589,-3.59893,270.93881,6480.00000000,;
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,b,,1,2,2026,,2.6000000000,13.00000000,1.16000000,,,,,,,,0.790000,,,18h03m11.67s,270.7986250,-27d28m52.00s,-27.4811111,-2.60423,3.21405,-4.04380,270.70641,5300.00000000,;
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,c,,1,2,2026,,12.6000000000,13.20000000,1.18000000,,,,,,,,0.790000,,,18h03m11.67s,270.7986250,-27d28m52.00s,-27.4811111,-2.60423,3.21405,-4.04380,270.70641,5300.00000000,;
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,b,,1,1,2025,,5.6700000000,13.90000000,1.24000000,,,,,,,,0.670000,,,17h52m12.27s,268.0511250,-29d01m40.55s,-29.0279306,-1.28150,0.66317,-5.60023,268.28397,5570.00000000,;
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,b,,1,1,2024,,2.0200000000,12.10000000,1.08000000,,,,,,,,0.200000,,,17h56m39.66s,269.1652500,-28d51m17.71s,-28.8549194,-2.03545,1.30538,-5.41777,269.26175,7320.00000000,;
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,b,,1,1,2025,,3.1400000000,11.00000000,0.97800000,,,,,K2.5 V,,,0.710000,,,17h47m15.61s,266.8150417,-34d34m19.88s,-34.5721889,-3.22199,355.36023,-11.16245,267.32344,5410.00000000,;
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,b,,1,1,2024,,2.9600000000,3.67000000,0.32700000,,,,,,,,0.630000,,,17h45m17.77s,266.3240417,-25d04m46.16s,-25.0794889,2.07095,3.25500,-1.68269,266.66571,5900.00000000,;
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,b,,1,1,2026,,2.6800000000,13.10000000,1.17000000,,,,,,,,0.440000,,,18h02m26.40s,270.6100000,-33d00m10.69s,-33.0029694,-5.16404,358.30698,-9.56479,270.51491,6800.00000000,;
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,b,,1,1,2024,,2.3100000000,7.04000000,0.62800000,,,,,,,,0.470000,,,17h57m37.63s,269.4067917,-28d42m54.22s,-28.7150611,-2.14871,1.53257,-5.27686,269.47366,7070.00000000,;
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,b,,1,1,2025,,6.8500000000,13.10000000,1.17000000,,,,,,,,0.720000,,,18h01m23.43s,270.3476250,-27d06m24.30s,-27.1067500,-2.07105,3.34260,-3.66784,270.30621,6830.00000000,;
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,b,,1,1,2024,,2.9600000000,6.97000000,0.62200000,,,,,,,,0.610000,,,17h50m18.23s,267.5759583,-29d12m10.51s,-29.2029194,-1.01404,0.30059,-5.78153,267.86952,6390.00000000,;
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,b,,1,1,2025,,1.7000000000,4.41000000,0.39300000,,,,,,,,0.220000,,,18h06m37.91s,271.6579583,-28d19m56.32s,-28.3323111,-3.68230,2.84069,-4.90146,271.46079,7250.00000000,;
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,b,,1,1,2025,,2.0300000000,12.80000000,1.14000000,,,,,,,,0.480000,,,17h33m40.66s,263.4194167,-28d05m29.26s,-28.0914611,2.67086,359.32019,-4.78510,264.17324,6060.00000000,;
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,b,,1,1,2024,,3.2000000000,3.76000000,0.33500000,,,,,,,,0.570000,,,18h04m44.05s,271.1835417,-29d44m38.11s,-29.7439194,-4.00491,1.40198,-6.30889,271.02999,6800.00000000,;
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,b,,1,1,2024,,1.1800000000,14.10000000,1.26000000,,,,,,,,0.170000,,,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500,-1.26215,359.95968,-6.20066,267.91524,7220.00000000,;
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,b,,1,1,2024,,1.4100000000,13.80000000,1.23000000,,,,,,,,0.170000,,,17h25m27.84s,261.3660000,-29d03m30.49s,-29.0584694,3.64468,357.51786,-5.84609,262.41607,6980.00000000,;
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,b,,1,1,2024,,1.1600000000,12.10000000,1.08000000,,,,,,,,0.110000,,,17h56m39.66s,269.1652500,-28d51m17.71s,-28.8549194,-2.03545,1.30538,-5.41777,269.26175,7130.00000000,;
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,b,,1,1,2024,,2.6300000000,1.43000000,0.12700000,,,,,,,,0.510000,,,18h13m55.74s,273.4822500,-28d26m50.60s,-28.4473889,-5.14684,3.50900,-5.04525,273.06941,6210.00000000,;
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,b,,1,1,2025,,2.8600000000,4.19000000,0.37400000,,,,,K6 V,,,0.720000,,,18h04m07.62s,271.0317500,-26d57m32.11s,-26.9589194,-2.52892,3.77138,-3.52294,270.91749,5490.00000000,;
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,b,,1,1,2025,,3.5100000000,13.90000000,1.24000000,,,,,,,,0.730000,,,17h55m58.61s,268.9942083,-29d18m20.41s,-29.3056694,-2.13238,0.84018,-5.86947,269.11445,5570.00000000,;
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,b,,1,1,2026,,1.3200000000,14.00000000,1.25000000,,,,,,,,0.103000,,,17h46m07.79s,266.5324583,-34d12m38.09s,-34.2105806,-2.83540,355.54941,-10.80643,267.07730,8340.00000000,;
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,b,,1,1,2026,,6.4600000000,12.40000000,1.10000000,,,,,,,,0.680000,,,17h25m29.17s,261.3715417,-30d14m49.27s,-30.2470194,2.97688,356.53300,-7.03220,262.49277,5750.00000000,;
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,b,,1,2,2025,,0.8500000000,11.90000000,1.06000000,,,,,M,,,0.090000,,,18h04m35.30s,271.1470833,-27d57m12.60s,-27.9535000,-3.10446,2.95282,-4.51827,271.01253,7210.00000000,;
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,c,,1,2,2025,,,4.33000000,0.38600000,,,,,M,,,0.090000,,,18h04m35.30s,271.1470833,-27d57m12.60s,-27.9535000,-3.10446,2.95282,-4.51827,271.01253,7210.00000000,;
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,b,,1,1,2025,,0.7800000000,12.10000000,1.08000000,,,,,,,,0.055000,,,17h59m13.34s,269.8055833,-28d45m20.81s,-28.7557806,-2.47217,1.67164,-5.31661,269.82495,6950.00000000,;
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,b,,1,1,2024,,,2.70000000,0.24100000,,,,,,,,0.069000,,,18h06m15.36s,271.5640000,-27d35m33.29s,-27.5925806,-3.25093,3.44844,-4.16084,271.38587,7140.00000000,;
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,b,,1,1,2025,,2.5100000000,13.20000000,1.18000000,,,,,K3 V,,,0.770000,,,17h26m27.11s,261.6129583,-28d07m14.02s,-28.1205611,3.98680,358.41967,-4.89700,262.57779,3930.00000000,;
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,b,,1,1,2025,,1.9600000000,4.59000000,0.40900000,,,,,,,,0.320000,,,11h00m40.65s,165.1693750,-32d42m51.30s,-32.7142500,24.62137,277.45922,-35.55741,181.22088,7180.00000000,;
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,b,,1,1,2026,,3.1500000000,13.80000000,1.23000000,,,,,,,,0.670000,,,18h09m51.68s,272.4653333,-26d52m58.40s,-26.8828889,-3.60993,4.45871,-3.46246,272.19893,5480.00000000,;
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,b,,1,1,2025,,2.5500000000,2.54000000,0.22700000,,,,,,,,0.510000,,,18h03m43.14s,270.9297500,-28d34m05.48s,-28.5681889,-3.23785,2.32202,-5.13155,270.81596,6070.00000000,;
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,b,,1,1,2026,,3.0300000000,12.90000000,1.15000000,,,,,,,,0.480000,,,17h53m48.01s,268.4500417,-29d15m47.48s,-29.2631889,-1.70111,0.63739,-5.83122,268.63698,7190.00000000,;
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,b,,1,1,2025,,0.8900000000,3.82000000,0.34100000,,,,,,,,0.069000,,,17h53m39.60s,268.4150000,-29d33m37.12s,-29.5603111,-1.82523,0.36558,-6.12866,268.60956,7620.00000000,;
KMT-2025-BLG-0121L b,KMT-2025-BLG-0121L,b,,1,1,2026,,3.0500000000,12.60000000,1.13000000,,,,,,,,0.610000,,,17h48m38.01s,267.1583750,-23d59m55.68s,-23.9988000,1.98115,4.57334,-0.58512,267.40019,6200.00000000,;
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,b,,1,1,2026,,1.6000000000,7.34000000,0.65500000,,,,,M V,,,0.260000,,,17h51m06.93s,267.7788750,-30d08m20.80s,-30.1391111,-1.64457,359.58627,-6.71474,268.06213,7500.00000000,;
KOBE-1 b,KOBE-1,b,,1,2,2025,8.53990000000,0.0700600000,2.91000000,0.26000000,0.000000,20.5600,594.40,,K7 V,4135.00,0.619000,0.629000,-0.0100,,01h16m39.85s,19.1660378,+25d19m51.73s,25.3310358,-37.18978,130.09141,15.93257,27.39080,23.97180000,41.6867000;
KOBE-1 c,KOBE-1,c,,1,2,2025,29.67100000000,0.1607100000,3.56000000,0.31800000,0.000000,3.9100,392.50,,K7 V,4135.00,0.619000,0.629000,-0.0100,,01h16m39.85s,19.1660378,+25d19m51.73s,25.3310358,-37.18978,130.09141,15.93257,27.39080,23.97180000,41.6867000;
KOI-12 b,KOI-12,b,,1,2,2015,17.85518200000,0.1540000000,13.78707000,1.23000000,0.340000,196.5070,911.00,88.95000,,6635.00,1.400000,1.500000,0.0815,1.4500,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,7.46967,75.49897,60.27427,314.55164,399.39800000,2.4753000;
KOI-1257 b,KOI-1257,b,,2,1,2014,86.64766100000,0.3820000000,10.54000000,0.94000000,0.772000,7.2800,511.00,89.66000,G5 V,5520.00,1.130000,0.990000,0.2700,9.3000,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,13.31738,76.89172,65.56864,308.29229,656.00000000,;
KOI-13 b,KOI-13,b,,3,1,2011,1.76358800000,0.0364100000,16.94800800,1.51200000,0.000640,25339.9010,2550.00,86.77000,,7650.00,1.740000,1.720000,0.2000,1.1200,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,16.80645,77.50590,68.38366,302.79652,519.09600000,1.9053000;
KOI-134 b,KOI-134,b,,1,2,2025,67.12770000000,0.3630000000,12.03844527,1.07400000,0.160000,45.0000,659.00,89.58000,F9V,6160.00,1.667000,1.407000,0.4270,2.4000,19h42m20.78s,295.5865980,+45d21m53.77s,45.3649371,10.76136,78.69759,64.81566,315.48069,1159.21000000,0.8338620;
KOI-134 c,KOI-134,c,,1,2,2025,33.95000000000,0.2305000000,9.86000000,0.88000000,0.240000,,,75.00000,F9V,6160.00,1.667000,1.407000,0.4270,2.4000,19h42m20.78s,295.5865980,+45d21m53.77s,45.3649371,10.76136,78.69759,64.81566,315.48069,1159.21000000,0.8338620;
KOI-142 b,KOI-142,b,,1,3,2013,10.91647000000,0.0958600000,3.43800000,0.30671782,0.055610,68.5630,758.00,90.97000,G6 V,5466.00,0.897000,0.990000,0.2700,1.6000,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,11.52808,72.93478,61.55856,305.06572,376.86300000,2.6246100;
KOI-142 c,KOI-142,c,,1,3,2013,22.26492000000,0.1541210030,14.00000000,1.25000000,0.057240,,,93.15000,G6 V,5466.00,0.897000,0.990000,0.2700,1.6000,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,11.52808,72.93478,61.55856,305.06572,376.86300000,2.6246100;
